sentences_ref,words_ref,sentences_intro,words_intro,sentences_mat,words_mat,sentences_conc,words_conc
5,110,6,184,27,489,16,281
7,178,7,293,38,738,90,2322
8,187,18,417,25,482,102,2223
10,251,13,390,92,2180,103,2805
11,243,61,929,27,340,197,3790
19,248,13,406,85,1432,46,1087
9,203,21,456,70,1280,96,2114
6,148,13,379,47,747,50,1478
9,236,9,180,46,1006,102,2196
11,200,26,512,42,712,78,1997
9,124,22,571,83,1272,124,2893
7,173,20,699,58,1090,134,3331
7,125,40,825,12,210,116,2514
7,129,12,380,95,1517,134,3188
12,211,26,621,1,1,107,2345
9,190,26,582,21,395,86,1892
22,255,14,262,30,617,37,989
11,214,40,797,166,2648,65,1499
7,129,22,564,68,925,100,2717
8,134,36,865,64,907,90,2240
11,253,20,469,12,191,99,2246
7,176,32,777,90,1272,81,2197
10,229,20,499,43,985,126,2019
16,225,20,391,59,954,85,1930
15,289,26,525,58,892,62,1328
16,312,23,499,68,1071,74,1803
10,200,17,462,54,1053,384,946
9,242,25,686,74,1631,136,3405
17,242,13,315,56,1050,64,1182
12,282,21,591,21,369,85,1474
1,1,38,746,62,1215,85,1431
7,99,10,236,44,829,96,1419
10,214,27,638,38,791,105,2320
11,233,17,463,18,439,112,2496
8,174,36,934,75,1559,93,2655
11,215,37,862,17,254,102,2208
11,230,23,428,73,1128,71,1581
9,196,15,404,72,1416,67,1872
13,297,4,71,4,94,14,306
7,151,17,408,43,780,136,1339
11,189,29,573,67,870,173,2801
11,215,16,297,55,1049,71,1464
7,180,46,1230,46,869,67,789
9,211,18,480,35,776,69,1875
11,219,23,530,40,486,106,2402
10,203,37,975,76,1209,5,120
11,231,19,352,19,435,96,1772
10,233,38,985,49,890,44,1025
13,227,25,499,29,511,44,1145
8,181,20,504,76,1346,87,2347
10,192,22,540,63,1009,104,2361
13,235,26,568,87,1677,266,2512
9,155,25,460,56,1081,97,2579
12,222,20,414,30,764,116,1786
11,210,24,493,80,1407,146,2862
12,251,28,671,42,895,10,275
9,204,38,945,35,521,131,3369
18,202,38,624,42,555,136,2302
10,185,16,450,27,590,72,1194
16,201,18,440,25,334,64,958
10,203,4,63,31,857,161,1830
10,202,17,353,60,1256,61,1626
7,154,19,585,16,370,32,703
19,322,19,375,50,1014,263,3370
9,258,26,744,114,1767,125,3089
15,273,31,665,20,479,105,2221
11,243,25,628,58,1130,30,879
11,234,21,684,69,1391,76,2103
9,151,37,764,52,877,111,2074
12,244,27,580,17,338,98,2142
8,182,20,429,68,1099,90,2194
25,375,10,294,162,4066,4,81
9,240,37,853,50,1028,119,2737
12,265,28,710,42,1042,92,2367
11,260,31,690,32,462,137,3135
7,142,22,507,34,590,251,5254
10,188,29,771,33,694,88,1840
1,1,24,473,61,951,33,766
8,230,10,232,56,913,120,2293
11,259,17,645,62,1284,180,4564
11,250,38,794,42,693,145,2253
8,159,22,557,27,404,40,1126
7,133,19,511,107,2504,123,2815
8,159,19,438,43,870,62,1479
9,207,7,199,42,849,55,1530
10,169,17,311,31,625,61,1258
11,252,21,541,21,321,87,2282
11,215,15,367,69,1438,93,1297
10,182,17,431,39,589,75,1632
12,192,37,750,117,2715,14,644
7,149,72,1912,65,1304,54,1594
9,229,22,642,70,1117,75,2439
11,230,13,328,82,1293,75,1713
15,313,30,765,55,1415,109,2205
14,282,15,377,25,539,88,1754
14,205,15,225,6,41,43,798
11,200,10,214,21,466,55,1174
11,214,18,461,9,116,51,1113
7,172,25,601,22,448,89,2099
7,153,20,431,26,415,169,3376
10,246,25,598,115,2288,137,3482
6,100,10,197,19,318,33,652
11,191,12,283,42,790,100,2067
11,250,26,811,77,1662,52,1745
7,186,25,636,25,578,90,2841
11,169,22,451,77,1592,48,1439
13,289,16,423,108,1975,73,556
8,216,10,231,98,1878,170,3359
14,264,27,642,98,1736,77,1861
7,155,22,535,26,542,144,1795
11,244,16,504,39,711,97,2213
10,137,24,680,33,787,62,1426
15,275,15,312,30,493,119,2399
10,231,21,493,60,1186,97,2564
10,209,26,615,63,1457,94,2630
6,107,52,1332,76,1450,81,1948
9,192,25,645,63,1043,137,2489
11,220,2,30,45,964,4,49
9,193,62,1821,58,1142,89,2488
7,207,25,641,76,1141,61,1523
10,257,44,954,46,825,71,1814
6,194,22,554,45,616,128,2678
13,164,2,14,5,47,8,110
13,192,17,355,20,346,45,930
15,230,13,264,35,718,44,859
10,220,11,311,237,3652,65,1636
9,212,17,350,61,1026,78,1547
9,222,13,380,42,922,67,1675
10,256,35,813,153,1684,7,117
12,235,22,497,32,640,55,1271
9,183,16,382,70,1343,145,2249
8,160,13,398,58,1031,85,1653
19,280,14,297,61,983,60,1646
9,237,17,543,111,2329,8,225
8,166,24,590,106,1606,83,1939
15,250,7,177,35,822,328,1879
9,152,36,846,67,1199,114,2964
8,195,10,196,36,657,43,852
22,307,28,597,39,698,147,2636
9,192,29,817,49,780,105,2576
12,230,18,542,46,1341,79,1671
10,191,13,357,16,322,75,2013
12,248,23,577,2,3,95,2338
12,307,82,1983,50,953,156,3459
11,221,28,545,59,1065,86,1832
12,244,32,926,38,772,52,1624
7,168,18,475,64,877,146,1983
12,260,17,423,2,10,95,2186
9,184,11,178,108,2101,199,3942
11,296,16,401,35,645,121,2695
8,160,25,599,151,2354,162,3885
17,245,24,658,41,680,123,2946
9,236,34,831,39,795,62,1644
9,156,29,650,24,320,133,1588
9,211,29,810,37,538,67,1818
13,249,43,1115,92,1468,627,8240
13,265,12,344,75,1528,177,2290
7,171,18,437,50,928,77,2134
12,234,16,387,73,1624,93,2156
13,236,18,443,81,1374,95,1970
8,170,21,353,28,496,24,703
7,132,6,164,23,468,43,1003
19,413,22,554,98,1949,276,5198
14,275,34,811,31,517,77,2045
6,157,19,492,107,2019,79,2563
8,172,25,546,58,1089,130,2274
10,225,14,297,15,270,93,2151
3,70,36,903,39,663,7,166
12,243,18,390,140,3265,17,355
18,297,23,547,32,582,76,1328
14,250,26,557,50,681,129,2706
10,204,12,341,54,1266,611,3818
5,98,20,377,38,378,117,1507
10,252,22,543,55,1020,143,3559
10,250,27,872,23,407,519,3238
7,192,16,438,94,1771,139,2419
14,237,24,599,8,154,73,1049
12,302,16,367,50,728,101,2538
13,203,38,758,35,540,11,193
9,199,44,936,60,953,70,1323
13,237,17,416,37,605,88,2176
7,186,10,259,39,735,151,3323
14,383,12,388,14,333,59,1599
12,200,13,262,45,714,194,3053
11,179,30,645,166,3243,55,949
10,257,24,651,68,2191,70,1899
14,277,30,819,36,743,84,2156
14,246,15,385,47,898,84,1790
6,146,35,888,54,905,455,3763
8,182,21,550,80,1307,130,2114
11,206,19,484,49,1003,70,1585
14,227,5,46,4,79,44,864
9,236,27,601,90,1927,422,2818
11,250,21,492,34,576,81,2009
9,202,23,485,52,846,92,2132
10,207,22,615,28,450,63,1681
15,362,15,403,56,1009,121,3274
10,210,22,636,51,1085,58,1765
10,156,18,435,141,3001,51,756
13,188,30,494,73,984,136,2005
11,233,21,508,28,304,161,3514
13,267,19,425,81,1034,72,1463
7,164,22,519,76,1106,225,3572
11,206,20,535,71,1422,180,4317
12,208,28,541,33,548,84,1753
8,207,23,652,45,957,56,1628
6,149,24,672,75,1393,71,1634
11,248,27,697,70,1036,32,945
13,211,18,429,34,670,63,1541
10,214,29,682,34,639,137,3312
9,201,15,363,31,509,66,1569
8,179,7,165,30,667,75,882
8,155,23,499,46,724,50,1369
9,189,19,388,94,1666,53,1328
12,213,26,593,91,1451,114,1989
12,201,26,584,20,405,68,1311
10,204,22,610,109,1597,185,3374
8,176,15,458,59,1254,130,2768
9,202,37,1016,74,1790,159,3470
9,250,18,454,65,1397,169,3716
8,210,30,474,10,166,75,1295
10,276,33,924,50,913,82,2593
8,153,25,670,80,1445,105,2653
10,149,22,443,129,2301,17,470
10,256,26,763,69,1217,97,2461
8,226,46,1002,29,659,105,2240
7,193,20,557,69,1368,104,2325
9,193,20,370,29,469,124,1575
10,219,16,402,39,729,88,1827
9,240,23,684,51,960,213,2884
7,194,20,728,66,1225,69,1686
10,194,1,1,42,1147,75,2459
11,274,26,624,236,2557,245,5043
9,152,30,614,45,848,7,101
14,236,45,918,91,1805,109,2131
10,151,2,22,38,737,7,97
6,156,18,559,61,1321,17,562
14,236,59,1345,75,1321,240,3287
16,214,3,35,5,64,88,1797
12,223,20,485,88,2400,90,2025
5,122,21,550,76,1256,70,1766
10,256,19,492,159,1636,148,3437
10,203,9,277,80,1375,132,2664
11,273,26,596,90,1686,80,2576
14,215,14,272,39,735,55,1298
26,373,52,1176,130,2585,126,2203
7,165,19,434,44,978,116,1642
14,268,21,499,65,1312,153,3193
9,239,15,394,74,1262,129,3270
11,232,19,385,29,446,123,2918
15,164,12,200,34,638,168,2833
9,188,22,532,60,1159,71,1606
11,212,33,784,64,1068,101,1868
10,214,24,558,36,582,74,1448
11,226,31,719,36,637,131,2312
15,207,10,186,45,871,77,1466
11,257,18,636,97,1686,69,1577
11,216,40,657,65,1064,132,1925
11,168,40,808,47,805,84,1669
8,146,54,1239,110,1503,241,2888
7,157,27,649,106,2127,11,280
9,186,23,540,93,1818,57,1130
10,215,24,501,58,932,111,2578
22,212,23,455,34,529,99,1594
12,252,46,935,88,1437,184,2899
12,262,16,382,147,2775,2,35
13,264,20,476,30,683,203,3969
8,162,35,913,38,856,77,1839
9,198,12,319,2,33,70,1789
25,251,38,674,11,140,125,3427
6,164,19,434,23,401,181,2477
12,176,15,342,49,925,121,2276
11,264,38,1193,80,1664,22,694
8,155,20,425,38,753,48,1055
8,169,13,350,44,667,46,949
13,234,15,296,70,1094,98,2012
7,125,18,436,79,1332,57,1533
18,229,16,343,55,1226,61,1047
7,189,32,941,56,1040,151,1887
10,214,31,769,20,348,78,2148
9,209,30,644,130,2255,169,3918
12,282,17,412,35,526,123,2313
9,258,12,289,53,1202,179,1947
15,214,25,484,30,512,92,1485
8,207,19,580,75,1561,59,1897
8,226,25,574,31,603,170,3575
16,257,32,747,218,3764,7,156
11,237,19,471,77,1676,117,2587
10,229,15,367,63,1108,70,1536
13,256,15,434,54,978,110,3026
9,190,29,726,22,308,6,146
14,232,42,945,77,1377,44,1254
9,227,20,473,56,1187,146,3459
9,142,24,608,31,381,75,771
9,200,29,767,31,552,164,1405
11,237,24,478,91,1742,99,2392
8,242,22,491,191,4069,8,241
9,173,15,336,4,70,113,2588
9,259,14,622,20,327,97,2499
13,225,14,265,88,1330,114,1720
7,147,30,985,34,869,139,3767
9,208,32,728,50,819,117,2466
26,262,41,498,96,1567,251,3649
12,196,23,469,47,766,411,2099
8,195,23,616,69,1233,52,1178
15,295,19,362,167,3360,250,5720
12,242,10,217,39,670,98,1836
12,272,17,443,66,1245,27,793
11,234,17,354,13,178,35,883
10,210,23,509,55,867,137,3681
10,164,17,398,17,317,135,2732
14,254,20,584,35,626,29,743
12,195,25,575,31,577,64,1480
17,367,5,111,50,1185,118,3344
14,267,29,846,148,2493,112,2683
10,203,28,630,70,1193,40,928
13,284,31,763,94,1768,121,2743
17,220,10,190,33,769,103,1991
8,124,13,250,82,1286,50,988
11,355,20,551,54,1169,71,1988
12,273,33,893,186,4419,212,5250
11,238,17,387,54,1281,74,1749
7,167,32,900,135,2618,170,4746
26,196,28,813,36,637,97,1185
11,183,11,285,46,687,75,1665
10,234,31,857,70,1345,75,2053
10,213,13,349,49,908,224,2467
10,228,15,416,56,1127,66,1397
7,167,29,675,35,871,134,3168
7,146,19,526,32,712,96,2161
8,203,20,539,33,626,43,1141
5,117,15,405,29,654,65,1169
1,1,13,333,17,369,56,1013
6,118,10,327,42,678,58,1019
8,154,7,156,78,1694,275,3303
11,180,19,381,31,662,75,1687
9,238,23,503,94,1462,55,1048
11,199,32,508,41,853,46,1068
7,168,15,392,56,1161,107,3057
10,162,21,460,45,672,59,1249
10,231,17,322,58,1215,69,1759
8,116,16,317,80,1362,188,2237
15,258,31,743,39,614,57,1116
12,271,18,458,94,1787,25,736
10,185,21,433,48,653,167,2515
11,150,8,150,18,243,20,474
11,245,16,347,35,575,62,1541
7,226,23,585,25,432,47,1253
11,142,33,1074,75,1704,206,2372
9,186,14,374,31,572,103,1982
13,263,21,505,51,757,115,2463
12,218,11,279,44,959,65,1507
13,163,33,544,83,1521,128,2468
6,137,11,299,80,1415,47,1155
13,271,49,1140,89,1704,182,4034
10,159,18,383,47,718,134,3023
8,192,22,637,24,373,136,2767
7,144,24,463,2,30,129,2069
19,209,9,209,17,235,75,1178
10,226,32,850,92,1355,121,3029
11,205,29,913,99,2002,46,345
14,244,20,497,38,865,70,1290
11,243,4,79,3,66,46,695
11,152,26,580,35,730,59,1236
11,207,38,976,28,672,503,6321
12,242,24,534,63,1004,138,3015
9,204,34,908,11,223,76,1307
14,224,37,699,68,951,95,1547
9,188,18,413,46,898,119,2871
11,227,23,478,53,944,83,2108
13,216,22,485,36,598,507,10855
11,263,23,563,113,1951,62,1400
7,127,29,774,63,1360,75,1250
18,317,10,270,62,1256,68,1401
17,225,21,630,41,1115,352,1747
7,104,19,501,23,514,99,1913
8,175,48,878,31,343,126,2469
15,237,20,463,75,1218,121,2317
14,239,36,837,26,644,109,2066
6,151,39,959,33,700,160,3921
9,155,17,391,27,435,146,3047
13,237,16,417,55,1080,41,1154
12,197,30,664,63,977,92,1535
13,191,10,261,67,1129,313,2852
7,159,18,483,60,1079,86,2388
12,243,10,318,50,947,86,1317
9,199,18,539,26,610,70,1909
8,148,19,452,40,852,86,2003
9,216,19,521,35,529,85,2000
7,124,11,305,38,659,65,1639
9,200,17,375,51,914,47,1097
14,196,34,839,160,2977,44,706
13,259,37,953,63,1309,360,1719
13,263,30,655,72,1062,134,2790
12,256,17,374,52,735,68,1706
6,135,38,820,39,811,108,2505
6,143,18,488,59,949,82,1909
13,360,14,429,335,2428,102,2617
9,161,37,997,72,1414,190,4737
7,193,20,658,50,952,62,1638
10,195,28,631,30,547,90,1703
10,195,38,784,78,1485,52,1136
9,158,42,1002,56,1060,95,1742
5,108,13,420,25,515,22,582
11,236,22,542,35,549,86,1718
10,269,24,735,49,900,170,2972
5,88,6,92,21,431,35,684
11,298,35,918,171,3352,330,7421
8,150,30,819,21,373,122,3347
18,291,40,864,31,444,164,2349
13,149,27,811,46,858,176,2361
8,228,24,667,108,1897,91,2452
11,177,43,872,26,499,72,1300
11,211,15,357,46,1053,47,1196
9,167,14,326,244,4967,118,1241
5,98,47,1259,43,1234,328,3530
23,371,32,784,80,1585,173,4668
19,254,21,498,38,861,202,3087
8,202,16,380,90,2531,202,4804
11,160,24,600,79,1567,90,2111
12,269,19,520,38,700,61,1708
3,71,49,1026,18,317,6,103
6,120,15,326,14,234,113,1532
8,135,25,572,18,295,149,4127
15,240,9,216,87,1361,79,1823
12,254,18,358,29,539,610,3507
11,183,23,481,55,919,120,2411
12,210,22,471,49,779,266,3028
15,248,40,768,77,1208,139,2435
8,198,27,783,66,1359,90,2375
11,200,39,1050,65,1172,118,2769
9,192,21,545,68,1127,127,2732
12,233,23,515,28,525,111,2347
8,222,13,358,51,938,36,1106
27,197,21,421,25,439,71,1436
8,221,20,512,32,684,75,1868
11,262,13,409,29,620,114,2710
1,1,9,193,36,748,26,538
10,211,27,579,224,4452,62,947
10,279,36,1117,43,787,69,1926
7,182,31,627,52,1220,123,2477
9,177,29,687,48,1173,66,1289
8,234,15,423,49,1025,96,2309
10,189,19,482,52,1224,81,2921
9,208,20,572,38,656,45,1279
12,237,14,453,37,566,85,1653
10,213,71,1643,154,2651,144,2773
13,316,49,1265,173,2648,14,410
6,104,22,490,158,3139,9,168
13,270,15,362,72,1300,127,2380
10,187,19,434,42,839,51,1054
9,217,13,312,24,453,62,1534
9,193,6,132,74,1153,67,1909
12,215,20,393,44,698,362,6912
14,247,37,818,137,2199,177,2746
11,258,29,771,93,1978,94,2502
7,149,51,1263,16,223,42,882
10,245,18,478,133,2449,105,3194
12,207,33,659,93,1421,93,2102
13,252,41,949,32,646,124,2310
10,188,29,653,52,1043,159,3354
12,159,33,523,94,1716,116,1994
10,209,22,489,28,642,122,2554
15,236,24,505,71,1634,91,1748
14,201,19,392,45,980,95,1571
9,186,2,46,34,545,84,1331
8,236,12,325,139,2468,150,2877
9,187,25,578,40,638,122,2192
9,177,25,578,102,2340,18,339
14,254,35,785,12,148,290,3728
7,151,23,466,202,2912,124,2876
8,183,27,525,74,1628,152,2141
9,182,31,531,42,650,114,1888
11,206,26,751,16,294,153,3612
9,184,9,223,63,1235,303,1603
11,215,20,460,62,1091,91,1747
9,255,25,675,73,1301,88,2353
11,217,19,498,107,1870,258,3337
10,318,10,319,36,1024,58,1618
10,232,40,1073,104,2442,47,1001
11,240,13,348,41,1039,98,2499
8,178,39,771,22,389,9,203
11,208,28,621,145,2909,130,2611
19,233,10,177,50,940,58,965
14,234,37,851,87,1803,164,2751
11,232,27,652,53,1184,108,2321
8,137,27,710,67,1262,102,2604
13,271,7,213,9,198,55,1301
11,175,21,372,33,605,61,971
12,193,15,428,38,523,102,1954
8,167,21,457,82,1239,232,4774
14,230,13,376,49,1183,58,1462
10,230,24,576,21,348,33,923
10,201,4,66,4,80,70,1448
19,297,40,965,112,2049,195,2627
8,151,40,1052,30,681,67,1388
11,252,26,657,59,1243,117,2980
21,393,13,412,35,794,50,1006
8,213,27,639,64,1246,80,1620
7,125,12,287,109,2156,210,5029
6,90,27,737,40,753,53,1052
11,242,33,874,18,436,79,2109
7,107,17,406,34,607,178,2480
16,234,14,272,79,1524,72,1288
11,252,52,1130,45,829,151,3125
6,126,14,372,36,567,145,2941
9,153,40,743,157,2591,176,4099
12,225,3,47,4,90,7,95
6,131,13,296,51,961,154,3953
9,212,22,551,85,1790,137,3666
11,182,18,364,41,745,54,992
14,276,18,369,70,1102,40,951
11,178,12,249,14,249,39,775
17,181,18,401,51,1208,79,1730
13,261,18,549,75,1779,163,4145
21,256,17,414,32,589,116,2276
1,1,20,569,37,954,54,1298
12,153,6,125,21,351,106,1086
10,233,24,628,88,1628,119,2376
6,122,39,1035,9,193,56,1250
9,213,20,417,44,794,129,2621
7,116,52,1460,92,1658,140,2562
12,223,13,312,35,805,37,1028
9,228,28,697,64,1436,165,3853
10,213,24,646,82,1560,352,2734
12,216,3,53,3,51,7,97
9,148,25,544,54,1028,203,5393
11,175,20,515,69,1018,43,820
13,262,27,594,59,1104,150,2793
8,181,19,443,33,471,49,1101
12,236,18,301,45,1135,31,683
8,176,44,1041,66,1314,41,1097
17,216,44,988,42,649,165,3278
9,223,31,905,43,635,98,2769
5,139,6,153,7,125,26,671
15,266,9,210,5,72,195,2711
15,268,23,404,160,2673,158,2113
11,253,29,628,36,668,77,1846
6,166,22,708,144,2710,120,2558
7,100,17,461,48,1062,48,1373
11,203,25,581,55,911,56,1310
9,193,7,199,46,837,54,934
16,298,26,638,70,1311,168,3742
11,138,36,788,43,742,100,1762
7,149,11,244,36,602,43,1222
8,211,12,305,54,1097,83,2367
10,251,27,624,80,1422,108,1983
11,260,28,634,60,1060,495,4109
12,233,24,577,39,924,189,2409
10,207,13,338,36,801,79,1851
5,136,14,306,75,1386,80,2052
21,216,24,629,84,1595,193,3705
10,201,41,934,157,3217,17,427
9,217,8,268,28,504,40,1195
22,278,21,366,39,664,92,1670
13,237,10,226,32,608,135,1679
6,132,19,511,27,627,41,1235
12,214,19,322,32,576,66,1373
13,191,27,446,94,1440,81,1636
12,264,31,818,54,972,111,2422
12,220,27,597,88,1810,102,2158
12,199,19,370,75,1034,32,579
11,204,31,798,111,2267,74,1908
10,201,18,510,59,1097,71,2014
12,255,12,252,45,633,30,787
6,145,4,97,35,807,357,2539
8,168,9,270,34,677,81,1332
17,214,2,22,4,46,189,3362
7,149,18,411,117,1872,174,3175
8,159,22,633,9,132,170,4498
15,277,33,832,34,988,86,2157
11,140,7,168,23,448,40,612
13,211,26,586,303,4093,5,93
12,250,23,613,59,1391,69,1534
14,252,32,457,31,463,202,3579
11,174,24,475,44,846,47,1102
10,236,46,1025,158,2909,26,643
7,211,20,466,36,808,120,2700
11,210,20,549,43,728,72,1764
8,192,16,451,19,384,54,1441
18,380,3,31,7,103,9,225
9,176,19,464,26,425,95,1749
9,182,27,716,190,4113,10,154
9,201,49,1135,68,1146,79,2258
8,185,22,477,31,597,50,1332
20,265,18,389,18,416,75,1649
6,115,42,1148,39,905,180,2144
9,221,3,49,67,1482,82,1754
10,213,20,509,51,1047,38,1063
10,213,12,317,41,956,63,1734
14,226,23,551,37,548,70,1564
7,153,19,564,99,1719,295,5924
13,278,14,332,32,535,82,1612
10,201,27,676,63,1260,47,1157
11,238,22,585,30,566,195,3192
4,64,9,190,11,149,47,699
11,240,22,397,25,367,111,2346
9,197,35,967,84,1306,62,1282
13,262,31,704,41,617,61,1505
9,212,43,976,34,609,234,4899
12,255,20,575,81,1741,121,2970
8,188,22,424,74,1421,125,3120
9,213,24,538,64,1196,84,2131
15,319,5,96,106,1896,146,3155
11,214,17,434,53,1131,75,1613
14,250,22,487,164,3044,175,2783
21,318,4,41,59,987,49,1175
10,249,25,705,25,613,165,4687
11,254,19,406,102,1810,104,2325
7,134,23,553,203,3357,63,736
9,253,13,364,115,2001,70,2250
16,214,31,568,46,806,170,3019
8,196,8,185,67,1176,100,1619
7,175,48,1145,22,504,467,2411
10,218,56,1218,90,1762,196,3739
12,257,16,397,27,521,122,2660
9,251,10,204,60,1265,4,135
16,345,13,403,8,185,69,1627
12,230,11,276,31,609,74,2041
10,168,12,220,86,1466,135,2530
12,243,21,533,68,1212,115,3290
11,140,19,325,58,1131,129,2561
7,102,17,371,43,893,280,2455
10,218,37,813,38,827,177,2093
12,237,24,583,28,475,206,1688
9,214,27,667,37,813,132,3710
13,237,25,501,31,657,74,1475
10,211,38,927,101,1974,97,2192
15,249,22,487,34,572,95,2036
10,218,50,1414,57,1161,217,3850
13,225,33,894,53,1135,139,2219
6,135,20,470,49,781,91,2496
15,250,29,648,60,1118,127,2868
14,249,37,868,57,989,146,3217
12,254,26,676,65,1377,65,1695
9,227,34,588,89,1393,70,1477
6,169,19,454,90,699,175,2355
10,253,21,475,79,1859,9,192
10,175,31,575,85,1135,12,222
13,227,18,367,46,793,83,1704
13,264,23,524,126,1829,103,2304
14,240,25,451,32,729,34,783
10,187,24,482,36,456,56,942
17,218,16,373,147,2332,70,1377
17,240,2,33,4,60,88,1622
8,199,20,543,56,1396,57,1435
13,210,19,446,41,740,94,1919
10,224,30,600,56,1149,83,1966
17,238,11,230,79,1681,4,99
19,297,14,308,64,1261,69,1659
12,218,32,585,31,425,177,3498
14,240,6,123,40,1004,26,742
10,231,20,551,27,420,67,1972
12,225,14,342,50,1070,43,1026
9,168,12,235,60,1162,46,985
10,254,24,590,42,677,91,2418
6,161,18,490,121,2838,111,3422
10,204,34,739,54,920,297,4749
12,247,48,1230,83,1632,133,1882
13,225,40,989,58,1284,96,2364
7,177,7,179,23,416,619,2060
6,147,13,407,35,796,81,2147
14,233,24,554,32,760,72,1595
6,143,33,714,89,1733,11,208
10,202,19,588,55,966,79,1245
11,222,26,685,141,1675,134,3244
9,168,21,510,24,467,46,1277
8,184,24,682,150,2384,125,2990
12,219,20,487,44,872,28,655
10,215,24,808,92,1938,59,2167
10,224,25,667,58,1126,113,2430
7,190,18,560,76,2446,154,2492
16,229,16,434,65,1309,389,2220
16,258,13,359,32,658,70,1660
10,229,18,540,86,1463,84,2394
10,207,19,511,40,609,116,2254
12,197,57,1115,105,1276,44,487
8,236,20,565,77,1512,73,2014
19,269,28,694,50,1016,433,2265
1,1,22,506,72,1419,50,1191
15,316,8,180,62,1260,83,1404
12,274,17,534,16,270,56,1669
8,153,19,383,48,894,71,1560
13,258,46,963,82,1502,135,2320
19,254,9,202,58,720,92,1606
6,130,15,335,50,624,88,1894
7,161,24,565,19,291,37,1382
10,196,20,466,14,262,80,2073
11,181,23,506,90,2148,421,4557
8,145,40,1000,19,195,176,4966
6,96,17,337,24,451,28,659
15,151,57,714,28,392,106,1489
1,1,11,307,50,883,146,2199
11,203,21,571,33,674,46,1233
12,254,32,1020,4,99,115,2422
5,92,7,188,48,1067,3,85
11,199,12,298,34,737,140,1297
11,273,21,483,77,2310,131,3028
11,237,11,384,58,1388,88,2700
13,263,20,440,51,714,152,3159
15,340,26,594,10,172,44,1028
9,180,16,394,31,792,78,2165
7,143,49,1157,101,2057,14,341
9,244,31,879,66,1389,77,2279
7,133,25,630,43,853,189,2959
14,221,15,382,51,1097,94,2013
25,546,24,541,27,447,141,2137
10,192,26,717,59,954,48,1159
9,182,37,790,48,746,57,1189
14,237,3,49,3,51,502,3308
10,203,45,1044,32,435,36,852
8,203,28,749,55,880,152,2899
14,240,41,1076,155,2401,196,4679
11,192,17,282,45,1082,67,1408
16,266,17,458,45,1039,84,1684
8,187,32,852,12,203,64,1857
7,184,17,406,106,1836,96,2614
12,265,16,431,61,1089,35,911
6,157,40,1028,101,1382,130,3793
1,1,19,474,92,2271,156,3756
7,158,38,877,13,264,117,2801
14,289,17,481,39,615,202,1715
9,224,13,413,47,674,111,2305
11,245,18,355,75,1674,143,2979
8,166,32,838,57,1048,158,3515
13,312,11,306,41,1090,73,2354
10,206,17,460,57,1377,52,1356
12,258,22,410,130,2331,290,5440
12,294,31,743,30,479,53,1127
12,241,14,298,66,1286,116,2447
12,232,18,458,33,650,133,1876
14,268,26,590,56,1153,76,1726
10,262,13,365,22,356,67,1646
14,272,14,303,96,1807,323,3077
9,224,20,430,37,633,84,2219
13,259,21,402,52,1001,102,2002
14,197,24,423,32,445,113,2629
12,253,29,668,80,1352,83,1967
11,193,26,577,75,1238,69,1526
16,241,21,446,44,842,113,2112
9,202,11,301,32,621,135,1775
12,271,2,51,3,64,143,3250
14,248,14,362,22,395,79,2202
13,253,17,391,35,672,91,1849
19,234,35,583,91,1553,136,2399
9,205,29,776,34,589,134,3975
10,244,21,415,56,1284,54,1059
11,239,20,433,61,908,135,2757
10,226,30,973,55,1382,147,1627
8,168,23,509,79,1462,176,3390
13,241,17,340,32,634,37,756
14,287,20,426,110,2269,65,504
4,73,25,508,28,511,63,1455
12,260,21,496,107,1554,183,4718
6,143,32,1104,29,709,60,1326
7,156,16,427,42,736,99,1421
9,111,23,557,47,911,119,1684
13,348,17,446,51,1023,83,2049
9,216,42,1231,40,670,164,3517
7,179,24,644,94,1649,82,1943
11,247,11,265,54,1016,126,3087
8,178,34,769,25,465,121,3173
13,287,14,327,42,988,163,2002
10,194,13,380,51,1231,41,956
9,246,19,537,77,1351,79,2513
9,186,11,299,40,714,61,1523
10,260,18,399,9,194,125,2495
12,305,33,744,31,695,84,1996
10,235,21,586,28,472,108,2275
13,322,36,968,34,513,38,1234
13,200,36,865,127,2216,93,2330
12,226,20,536,27,398,136,2639
11,196,31,630,75,785,80,1367
9,200,21,416,82,1330,72,1801
14,270,21,470,42,629,137,3343
9,210,43,1139,109,2030,162,3477
12,231,13,348,42,776,70,1544
12,263,25,531,62,1003,126,2932
8,139,20,397,93,1703,73,1843
12,80,5,96,13,322,18,386
12,229,13,301,54,1162,80,2044
14,217,24,518,33,480,67,1563
7,123,9,203,23,463,41,1193
9,250,23,511,84,1582,47,1247
14,225,10,255,38,779,45,1232
11,169,10,259,44,919,76,1356
11,245,22,408,61,1071,144,2966
15,324,24,564,54,756,50,1257
11,257,19,444,43,683,58,1604
13,247,28,760,62,1116,117,2779
12,243,27,663,87,1449,294,1935
10,196,24,557,35,677,57,1373
9,201,25,657,35,689,36,988
12,241,36,847,27,497,48,1459
12,263,22,509,71,1450,80,1846
7,157,22,614,180,3396,73,1888
9,119,17,347,42,892,48,389
12,231,47,902,20,367,133,3010
14,247,32,623,122,1321,157,3139
10,174,31,575,27,473,133,2299
11,225,12,330,47,871,109,1388
10,247,18,454,28,491,111,1928
